domain,website_url,category,category_url
khuonmaungocdung.com,http://khuonmaungocdung.com,Khuôn Mẫu - Linh Phụ Kiện Khuôn Mẫu,https://trangvangvietnam.com/categories/154460/khuon-mau-linh-phu-kien-khuon-mau.html
khuonmauvachnganvesinh.com,http://khuonmauvachnganvesinh.com,Khuôn Mẫu - Linh Phụ Kiện Khuôn Mẫu,https://trangvangvietnam.com/categories/154460/khuon-mau-linh-phu-kien-khuon-mau.html
knitpulloversweater.com,http://knitpulloversweater.com,Dệt Kim - Sản Phẩm,https://trangvangvietnam.com/categories/136110/det-kim-san-pham.html
linhphukienkhuonmau.com.vn,http://linhphukienkhuonmau.com.vn,Khuôn Mẫu - Linh Phụ Kiện Khuôn Mẫu,https://trangvangvietnam.com/categories/154460/khuon-mau-linh-phu-kien-khuon-mau.html
mangpeva.com,http://mangpeva.com,"Màng EVA, Màng PEVA",https://trangvangvietnam.com/categories/3092311/mang-eva-mang-peva.html
moitruongtaynguyen.vn,http://moitruongtaynguyen.vn,Tiêu hủy hàng hóa - Dịch vụ tiêu hủy hàng hóa,https://trangvangvietnam.com/categories/3092281/tieu-huy-hang-hoa-dich-vu-tieu-huy-hang-hoa.html
musicland.com.vn,http://www.musicland.com.vn,"ánh Sáng - Đèn Sân Khấu Và Thiết Bị Sân Khấu (Máy Khói, Máy Phun Lửa,.)","https://trangvangvietnam.com/categories/142660/anh-sang-den-san-khau-va-thiet-bi-san-khau-(may-khoi-may-phun-lua,.).html"
nikkon-hd.co.jp,http://www.nikkon-hd.co.jp,Vận Tải Đa Phương Thức,https://trangvangvietnam.com/categories/487078/van-tai-da-phuong-thuc.html
powerland.vn,http://powerland.vn,ắc Quy - Phục Chế và Sửa Chữa,https://trangvangvietnam.com/categories/291295/ac-quy-phuc-che-va-sua-chua.html
prazenta.com,http://prazenta.com,"May Sẵn - Quần Kaki, Quần Jean",https://trangvangvietnam.com/categories/288280/may-san-quan-kaki-quan-jean.html
queanhgas.vn,http://queanhgas.vn,"Bếp Gas - Linh, Phụ Kiện Bếp Gas",https://trangvangvietnam.com/categories/113070/bep-gas-linh-phu-kien-bep-gas.html
sbt.com.vn,http://www.sbt.com.vn,Ăng Ten,https://trangvangvietnam.com/categories/16860/ang-ten.html
sendovina.com.vn,http://sendovina.com.vn,Xuất Nhập Khẩu - Các Công Ty Xuất Nhập Khẩu,https://trangvangvietnam.com/categories/129310/xuat-nhap-khau-cac-cong-ty-xuat-nhap-khau.html
sorecom.org,http://www.sorecom.org,Ăng Ten,https://trangvangvietnam.com/categories/16860/ang-ten.html
suatannha.com,http://www.suatannha.com,Ăng Ten,https://trangvangvietnam.com/categories/16860/ang-ten.html
tecmawatco.com.vn,http://tecmawatco.com.vn,"An Toàn Sông Nước - Phao, áo phao,..","https://trangvangvietnam.com/categories/484435/an-toan-song-nuoc-phao-ao-phao,...html"
thanglongtel.com,http://thanglongtel.com,Ăng Ten,https://trangvangvietnam.com/categories/16860/ang-ten.html
thanhdonggas.com,http://thanhdonggas.com,"Bếp Gas - Linh, Phụ Kiện Bếp Gas",https://trangvangvietnam.com/categories/113070/bep-gas-linh-phu-kien-bep-gas.html
thoitrangbanmai.com,http://thoitrangbanmai.com,"May Sẵn - Quần Kaki, Quần Jean",https://trangvangvietnam.com/categories/288280/may-san-quan-kaki-quan-jean.html
thoitrangduyphat.vn,http://thoitrangduyphat.vn,"May Sẵn - Quần Kaki, Quần Jean",https://trangvangvietnam.com/categories/288280/may-san-quan-kaki-quan-jean.html
vanloc.vn,http://vanloc.vn,"Bếp Gas - Linh, Phụ Kiện Bếp Gas",https://trangvangvietnam.com/categories/113070/bep-gas-linh-phu-kien-bep-gas.html
vantaivietlinh.com,http://www.vantaivietlinh.com/,Vận Tải Đa Phương Thức,https://trangvangvietnam.com/categories/487078/van-tai-da-phuong-thuc.html
vhtholding.com,http://vhtholding.com,Vận Tải Đa Phương Thức,https://trangvangvietnam.com/categories/487078/van-tai-da-phuong-thuc.html
vietnamsocks.vn,http://vietnamsocks.vn,Dệt Kim - Sản Phẩm,https://trangvangvietnam.com/categories/136110/det-kim-san-pham.html
vietsocks.vn,http://vietsocks.vn,Dệt Kim - Sản Phẩm,https://trangvangvietnam.com/categories/136110/det-kim-san-pham.html
xecogioi.vn,http://xecogioi.vn,Xuất Nhập Khẩu - Các Công Ty Xuất Nhập Khẩu,https://trangvangvietnam.com/categories/129310/xuat-nhap-khau-cac-cong-ty-xuat-nhap-khau.html
xuongjeanvnxk.com,http://xuongjeanvnxk.com,"May Sẵn - Quần Kaki, Quần Jean",https://trangvangvietnam.com/categories/288280/may-san-quan-kaki-quan-jean.html
xuongkakicaocap.com,http://xuongkakicaocap.com,"May Sẵn - Quần Kaki, Quần Jean",https://trangvangvietnam.com/categories/288280/may-san-quan-kaki-quan-jean.html
